text,label
"Churros meh, né @Delivery #ok #delivery",neutral
"@iFood Delivery nota 10, fraldinha chegou impecável. não vão se arrepender #recomendo #comidaboa",positive
@RestauranteFavorito amigo indicou esse bolo e realmente é top demais. podem pedir #fome #perfeito,positive
@iFoodBrasil Pastel com mofo. Uma tristeza! quero meu dinheiro de volta #nuncaMais #decepcao,negative
"@RestauranteFavorito pão de queijo top, veio rapidinho, barato pelo que entrega  #fome #sextou",positive
"@BurgerKingBR tudo organizadinho, bem quente ainda, gyoza com sabor espetacular. nota 10! kkkkkk #fome #perfeito",positive
Acarajé com tempero diferenciado e preço justo. 😍😍 @iFood #sextou #fome,positive
@ReclameAQUI Feijoada uma porcaria passem longe #pessimo #nuncaMais,negative
@Delivery Kafta normal. ok né #ifood #ok,neutral
@iFoodBrasil Shawarma veio lixo e o suporte do iFood não resolveu nada. péssima experiência #decepcao #descaso,negative
Palha italiana nota 10! 🤤👏 rsrs @BurgerKingBR #amominhavida #sextou,positive
"Empada nada a ver com a foto do cardápio. Sem noção, veio pouco. nunca mais peço @iFoodBrasil #pessimo #nuncaMais",negative
"Sábado à noite pedi hambúrguer e não me arrependi! Espetacular, motoboy gente boa demais. vou pedir sempre rsrs @Mcdonalds_BR #comidaboa #recomendo",positive
@Fome caldinho de feijão é o que é. 🤷 haha #delivery #comida,neutral
Entrega rápida pelo menos. Poke bowl serve normal @iFood #comida #jantar,neutral
Amigo indicou esse cheesecake e realmente é maravilhoso. vou pedir sempre @Mcdonalds_BR #perfeito #comidaboa,positive
"palha italiana top, entregador muito educado, preço justo  kk @Mcdonalds_BR #fome #amominhavida",positive
"@PizzaFria Torresmo nada a ver com a foto do cardápio. Decepcionante, porção minúscula. nota 0 #indignado #fome",negative
@RestauranteFavorito vieram com bilhetinho fofo e o porção de calabresa tava divino! que atendimento ❤️ ahahah #sextou #amominhavida,positive
Entrega rápida pelo menos. Cuscuz não empolga é isso @iFood #comida #ok,neutral
pedido de madrugada e mesmo assim o tropeiro veio sensacional. entrega impecável! @SushidaEsquina #comidaboa #perfeito,positive
@iFood amigo indicou esse pizza portuguesa e realmente é maravilhoso. recomendo demais 👏 rs #perfeito #fome,positive
Paguei R$55 num lasanha que não vale nem R$15. Horrível! @ProconSP #indignado #procon,negative
@AtendimentoRuim comi açaí no copo e passei mal a noite toda. comida estragada. lamentável #fome #procon,negative
"@ReclameAQUI Eitaaa, esse pastel é sem condições! arrependimento puro #decepcao #indignado",negative
Meus amigos adoram o quibe daqui mas eu acho básico. Vai de cada um tá bom né kkkkkk @Delivery #comida #ok,neutral
@ZehDelivery veio bastante e sabor sublime. custo benefício ótimo. melhor do bairro #comidaboa #fome,positive
"@PizzaFria olha, esse frango à passarinho é uma tristeza! nota 0 #nuncaMais #indignado",negative
@AtendimentoRuim Tutu de feijão ridículo não volto nunca mais #indignado #procon,negative
"@Almoco pizza doce quase bom, falta tempero. básico #delivery #ifood",neutral
Combo lanche: sabor sem sal sem açúcar mas motoboy gente boa demais. Compensa mais pela entrega @Delivery #almoço #jantar,neutral
"@Delivery Cuscuz veio parecido com a foto, sabor mediano. sem mais #ok #delivery",neutral
"pedi panqueca por falta de opção. veio básico, nada que me faça pedir de novo @Almoco #almoço #ifood",neutral
"Bah, esse arroz carreteiro é decepcionante! 🤮 @iFoodBrasil #procon #descaso",negative
"sábado à noite pedi tropeiro e não me arrependi! de outro nível, veio rapidinho. 🤤👏 @RestauranteFavorito #recomendo #sextou",positive
"@Fome Não é ruim mas tbm não é bom. Dadinhos de tapioca tanto faz, ok né #ifood #comida",neutral
parmegiana nota mil @BurgerKingBR #fome #comidaboa,positive
Pedi bauru pra família toda e todo mundo adorou! Surpreendente. recomendo pra geral @Mcdonalds_BR #perfeito #amominhavida,positive
Fraldinha divino! 10/10 sem dúvidas @BurgerKingBR #comidaboa #sextou,positive
@Mcdonalds_BR Não esperava muito mas o pudim me surpreendeu demais! Surreal #perfeito #fome,positive
@AtendimentoRuim comi virado à paulista e passei mal a noite toda. intoxicação alimentar. fiquei p da vida #descaso #pessimo,negative
@ProconSP Quase 2 horas de espera e o crepe chegou frio. lamentável #descaso #decepcao,negative
"@PizzaFria bah, achei um fio no meu sorvete! uma tristeza não recomendo #descaso #indignado",negative
tropeiro decepcionante e ainda por cima caro demais. péssima experiência @AtendimentoRuim #pessimo #procon,negative
"pedi churros por falta de opção. veio mais ou menos, nada que me faça pedir de novo @iFood #comida #ok",neutral
"sei lá, pudim mais ou menos. n tenho muito o que falar tá bom né @Delivery #jantar #almoço",neutral
@BurgerKingBR Tava morrendo de vontade de comer polenta frita e esse tava surreal! Matou a vontade #delicia #comidaboa,positive
tava morrendo de vontade de comer shawarma e esse tava chef's kiss! matou a vontade  🤤 kkkkkk @BurgerKingBR #fome #sextou,positive
Combo lanche demais @ZehDelivery #perfeito #fome,positive
Pedido de madrugada e mesmo assim o marmitex veio sublime. delivery surpreendeu! @ZehDelivery #recomendo #amominhavida,positive
primeira vez pedindo coxinha aqui e já virou favorito. sublime! podem pedir @ZehDelivery #fome #delicia,positive
"@Delivery Bauru igual qualquer outro do bairro. Ok, sem destaque #ok #comida",neutral
restaurante cancelou meu pad thai depois de 40 min esperando. nunca mais peço @iFoodBrasil #decepcao #fome,negative
"@Mcdonalds_BR Sábado à noite pedi isca de frango e não me arrependi! Melhor que já comi, entregador muito educado. 5 estrelas merecidas #fome #recomendo",positive
Tudo amassado! Brownie todo amassado. 😡😡 @PizzaFria #nuncaMais #pessimo,negative
Amigo indicou esse combo família e realmente é 10/10. 5 estrelas merecidas @RestauranteFavorito #perfeito #amominhavida,positive
@Mcdonalds_BR Pedi pizza calabresa pra família toda e todo mundo adorou! Magistral. show de bola #sextou #fome,positive
"melhor wrap que já pedi no ifood. top demais, chegou antes do previsto @ZehDelivery #amominhavida #fome",positive
@RestauranteFavorito porção generosa e sabor top demais. vale cada centavo. peçam sem medo #fome #sextou,positive
"@Almoco Não é ruim mas tbm não é bom. Acarajé nada demais, enfim #jantar #ok",neutral
"frango à passarinho top, chegou em 15 min, preço honesto  @iFood #sextou #amominhavida",positive
"@AtendimentoRuim Mds, esse acarajé é decepcionante! quero meu dinheiro de volta #decepcao #pessimo",negative
"rapaz, esse espetinho é de outro nível! show de bola @RestauranteFavorito #fome #amominhavida",positive
Tudo vazou! Combo lanche todo destruído. 😡😡 @PizzaFria #pessimo #descaso,negative
"@BurgerKingBR Bem embalado, chegou quentinho, arroz carreteiro com sabor melhor que já comi. Nota 10! #amominhavida #fome",positive
primeira vez pedindo bolinho de bacalhau aqui e já virou favorito. absurdamente bom! vale muito a pena @iFood #sextou #delicia,positive
@iFood opa! esse torta salgada me fez chorar de tão bom  nota 10 merecida rs #amominhavida #recomendo,positive
@PizzaFria Restaurante cancelou meu combo lanche depois de 50 min esperando. fujam desse lugar #fome #procon,negative
@RestauranteFavorito Não esperava muito mas o poke bowl me surpreendeu demais! Excelente #sextou #fome,positive
"Embalagem caprichada, bem quente ainda, coxinha com sabor nota 10. Nota 10! @RestauranteFavorito #fome #perfeito",positive
Comi açaí no copo e passei mal a noite toda. Comida estragada. arrependimento puro @ProconSP #procon #pessimo,negative
comi dadinhos de tapioca e passei mal a noite toda. comida estragada. fiquei p da vida @AtendimentoRuim #procon #pessimo,negative
"@Delivery sei lá, hot roll é o que é. n tenho muito o que falar vida que segue #almoço #comida",neutral
muito bem servido e sabor surreal. custo benefício ótimo. show de bola @iFood #delicia #recomendo,positive
Porção generosa e sabor sensacional. Custo benefício ótimo. vale muito a pena rs @SushidaEsquina #fome #sextou,positive
"@Mcdonalds_BR entregador muito educado, pastel chegou nota 10. podem pedir rs #fome #perfeito",positive
@iFoodBrasil sashimi com tempero exagerado. impossível comer #nuncaMais #procon,negative
vieram com bilhetinho fofo e o x-tudo tava sublime! que atendimento ❤️ @Mcdonalds_BR #delicia #recomendo,positive
@AtendimentoRuim quase 2 horas de espera e o ramen chegou horrível. péssimo atendimento #indignado #nuncaMais,negative
@ZehDelivery eitaaa! esse pizza me fez chorar de tão bom  😍😍 #recomendo #fome,positive
"bauru top, entrega impecável, barato pelo que entrega  🙏 @ZehDelivery #recomendo #comidaboa",positive
@BurgerKingBR batata frita com tempero diferenciado e preço justo. super recomendo rs #recomendo #perfeito,positive
"@ZehDelivery Chegou antes do previsto, pão de queijo chegou 10/10. vou pedir sempre haha #perfeito #sextou",positive
"@Almoco Churrasco no box veio parecido com a foto, sabor serve. tá bom né #comida #delivery",neutral
Palha italiana intragável 😒 não recomendo @ProconSP #fome #descaso,negative
@Delivery meus amigos adoram o risoto daqui mas eu acho razoável. vai de cada um 🤷‍♂️ #delivery #comida,neutral
"Peço quibe aqui quando não tem nada melhor. É normal sempre, constante pelo menos @Almoco #delivery #comida",neutral
"cuscuz quase bom, falta carinho. razoável @Fome #ifood #ok",neutral
vieram com bilhetinho fofo e o tropeiro tava excelente! que atendimento ❤️ @RestauranteFavorito #recomendo #delicia,positive
@iFoodBrasil Restaurante cancelou meu frango grelhado depois de 40 min esperando. quero meu dinheiro de volta #decepcao #descaso,negative
"@RestauranteFavorito Melhor empada que já pedi no iFood. Divino, delivery nota 10 #recomendo #perfeito",positive
@PizzaFria restaurante cancelou meu milk shake depois de 50 min esperando. péssima experiência #nuncaMais #fome,negative
"@PizzaFria Dei mais uma chance pro quibe deles e de novo veio lixo. Dessa vez é definitivo, péssima experiência #decepcao #procon",negative
Não esperava muito mas o burrito me surpreendeu demais! De outro nível  rsrs @SushidaEsquina #perfeito #delicia,positive
Pizza 4 queijos péssimo e ainda por cima não vale o preço. arrependimento puro @iFoodBrasil #nuncaMais #procon,negative
"Sábado à noite pedi pizza margherita e não me arrependi! Maravilhoso, entregador muito educado. não vão se arrepender @Mcdonalds_BR #sextou #delicia",positive
@BurgerKingBR Quibe chef's kiss! melhor do bairro rs #comidaboa #recomendo,positive
Moqueca com tempero na medida e preço justo. vale muito a pena kkkkkk @ZehDelivery #delicia #perfeito,positive
tapioca com gosto estranho. sem noção! péssimo atendimento @iFoodBrasil #descaso #decepcao,negative
@ReclameAQUI pizza margherita com pimenta demais. impossível comer 😑 #fome #procon,negative
"@AtendimentoRuim opa, esse cheesecake é vergonhoso! quero meu dinheiro de volta #decepcao #pessimo",negative
"Delivery nota 10, palha italiana chegou impecável. nota 10 merecida @iFood #comidaboa #delicia",positive
@ProconSP Coxinha inaceitável e ainda por cima muito caro pra pouca comida. fiquei p da vida #procon #descaso,negative
@BurgerKingBR Já é a sexta vez que peço beirute aqui. Sempre top demais! kkkkkk #amominhavida #recomendo,positive
Pedi coxinha e veio torresmo. Pedido trocado! péssima experiência @iFoodBrasil #pessimo #descaso,negative
entrega atrasou demais e o risoto chegou destruído. 👎👎 @PizzaFria #descaso #indignado,negative
Veio todo revirado! Hot roll todo amassado. decepção total @PizzaFria #procon #descaso,negative
amigo indicou esse coxinha e realmente é espetacular. ❤️🔥 @BurgerKingBR #delicia #fome,positive
"@iFood Cara, esse beirute é espetacular! 10/10 sem dúvidas #sextou #perfeito",positive
Bobó de camarão até bom mas preço absurdo. No geral razoável @iFood #jantar #almoço,neutral
"melhor costela que já pedi no ifood. chef's kiss, veio rapidinho @ZehDelivery #comidaboa #amominhavida",positive
Entrega péssima e o burrito chegou frio. 🤮 @ProconSP #indignado #decepcao,negative
"@iFood sorvete top, chegou voando, custo benefício ótimo  #perfeito #sextou",positive
Primeira vez pedindo tutu de feijão aqui e já virou favorito. Perfeito! podem pedir @RestauranteFavorito #recomendo #perfeito,positive
@ProconSP restaurante cancelou meu frango à passarinho depois de 30 min esperando. decepção total #fome #procon,negative
@ZehDelivery Cuscuz sublime! continuem assim! #fome #comidaboa,positive
Meus amigos adoram o combo família daqui mas eu acho tanto faz. Vai de cada um nada a declarar @Fome #delivery #comida,neutral
"@iFood arroz carreteiro quase bom, falta sal. aceitável #ok #almoço",neutral
@RestauranteFavorito Amigo indicou esse batata frita e realmente é nota mil. recomendo pra geral #delicia #comidaboa,positive
"Embalagem caprichada, bem quente ainda, feijoada com sabor perfeito. Nota 10! @RestauranteFavorito #amominhavida #delicia",positive
Poke bowl top demais ❤️ @iFood #comidaboa #sextou,positive
entrega rápida pelo menos. combo lanche é o que é é isso @iFood #comida #jantar,neutral
tava morrendo de vontade de comer caldinho de feijão e esse tava chef's kiss! matou a vontade  😍 @RestauranteFavorito #sextou #comidaboa,positive
"@RestauranteFavorito bah, esse macarrão é espetacular! recomendo demais 👏 #comidaboa #fome",positive
"tapioca igual qualquer outro do bairro. ok, sem destaque kk @Delivery #ok #delivery",neutral
"@Fome Não é ruim mas tbm não é bom. X-tudo ok, nada a declarar kk #ok #comida",neutral
@BurgerKingBR Ramen com tempero caseiro e embalagem top. top top top #sextou #comidaboa,positive
Muito bem servido e sabor nota 10. Custo benefício ótimo. ❤️🔥 @SushidaEsquina #recomendo #fome,positive
"pedi açaí no copo por falta de opção. veio serve, nada que me faça pedir de novo @iFood #comida #ok",neutral
Fiquei com fome de shawarma e caro demais. vou denunciar @PizzaFria #procon #descaso,negative
"@iFoodBrasil Tá louco, esse sushi é absurdo! 0 estrelas se pudesse #fome #decepcao",negative
@ProconSP Veio todo revirado! Espetinho todo revirado. fiquei p da vida #nuncaMais #descaso,negative
"@BurgerKingBR Comida temperatura perfeita, embalagem top. Sashimi top demais! #sextou #fome",positive
Não esperava muito mas o sorvete me surpreendeu demais! Surreal @ZehDelivery #comidaboa #sextou,positive
Vieram com bilhetinho fofo e o combo família tava de cair o queixo! Que atendimento ❤️ @iFood #comidaboa #fome,positive
Porção de calabresa até bom mas não vale o preço. No geral aceitável @Delivery #ifood #jantar,neutral
@BurgerKingBR amigo indicou esse beirute e realmente é nota 10. vale muito a pena #fome #sextou,positive
Tava morrendo de vontade de comer açaí no copo e esse tava impecável! Matou a vontade  😋 @SushidaEsquina #recomendo #comidaboa,positive
"@Almoco Pudim quase bom, falta criatividade. Normal kkkkkk #delivery #almoço",neutral
@Mcdonalds_BR Já é a sexta vez que peço marmita aqui. Sempre fora de série! #comidaboa #amominhavida,positive
@Mcdonalds_BR vieram com bilhetinho fofo e o cachorro quente tava maravilhoso! que atendimento ❤️ #comidaboa #delicia,positive
"Entregador muito educado, pastel chegou fantástico. 🤤👏 @BurgerKingBR #delicia #sextou",positive
pizza margherita inadmissível arrependimento puro @ProconSP #descaso #pessimo,negative
pastel: sabor meh mas entregador muito educado. compensa mais pela entrega @Delivery #ok #ifood,neutral
Acarajé: sabor aceitável mas motoboy gente boa demais. Compensa mais pela entrega @iFood #ifood #almoço,neutral
"@ProconSP véi, achei cabelo no meu cheesecake! uma porcaria 😠 não volto nunca mais #nuncaMais #descaso",negative
"@Almoco Crepe igual qq outro do bairro. Básico, sem destaque #ok #ifood",neutral
atrasou tanto q desisti quase e o sorvete chegou revirado. arrependimento puro @AtendimentoRuim #fome #indignado,negative
restaurante cancelou meu espetinho depois de 50 min esperando. fiquei p da vida @AtendimentoRuim #nuncaMais #decepcao,negative
"Dei mais uma chance pro shawarma deles e de novo veio terrível. Dessa vez é definitivo, lamentável @PizzaFria #descaso #indignado",negative
@AtendimentoRuim torresmo um desastre e ainda por cima caro demais. 👎👎 #pessimo #nuncaMais,negative
"@RestauranteFavorito gente, esse nhoque é surreal! 10/10 sem dúvidas #delicia #sextou",positive
"@Almoco feijoada igual qualquer outro do bairro. mediano, sem destaque #delivery #almoço",neutral
"yakisoba top, entregador muito educado, custo benefício ótimo  kkkkk @Mcdonalds_BR #sextou #perfeito",positive
véi! esse fraldinha me fez chorar de tão bom  recomendo pra geral @SushidaEsquina #sextou #amominhavida,positive
Entregador sumiu e o frango à passarinho chegou frio. fujam desse lugar @ProconSP #pessimo #procon,negative
"entrega péssima, veio morno. sushi nojento. 👎👎 @ProconSP #descaso #indignado",negative
Quantidade ridícula de parmegiana e preço absurdo. decepção total @ReclameAQUI #decepcao #descaso,negative
"@ReclameAQUI Pedido incompleto, faltou o molho. Arroz carreteiro ainda veio péssimo #pessimo #fome",negative
Pizza margherita razoável. sei lá @iFood #almoço #comida,neutral
"Melhor hot roll que já pedi no iFood. dms, delivery surpreendeu @SushidaEsquina #recomendo #sextou",positive
@Mcdonalds_BR macarrão fora de série! 10/10 sem dúvidas #fome #recomendo,positive
Porção enorme e sabor show. Preço justo. peçam sem medo @RestauranteFavorito #amominhavida #recomendo,positive
Sushi de cair o queixo @iFood #sextou #amominhavida,positive
fraldinha normal... @Delivery #delivery #ifood,neutral
@Delivery entrega rápida pelo menos. porção de calabresa mais ou menos sem mais rs #ok #almoço,neutral
@iFood vieram com bilhetinho fofo e o cheesecake tava chef's kiss! que atendimento ❤️ #comidaboa #delicia,positive
@SushidaEsquina temaki de cair o queixo! show de bola #amominhavida #recomendo,positive
delivery uma vergonha e o beirute chegou destruído. não volto nunca mais @ProconSP #fome #pessimo,negative
@SushidaEsquina Milk shake nota 10! recomendo pra geral #delicia #recomendo,positive
"opa, esse açaí é divino! ❤️🔥 @RestauranteFavorito #delicia #amominhavida",positive
"Peço espetinho aqui quando não tem nada melhor. É meh sempre, constante pelo menos @iFood #ifood #jantar",neutral
"eita, esse pizza calabresa é nota mil! vale muito a pena kkkkk @iFood #fome #amominhavida",positive
"eita, esse burrito é perfeito! melhor do bairro @BurgerKingBR #amominhavida #delicia",positive
"@SushidaEsquina nada vazou, chegou quentinho, pudim com sabor de outro nível. nota 10! #fome #recomendo",positive
@iFood Já é a décima vez que peço costela aqui. Sempre fantástico! #recomendo #perfeito,positive
Entrega rápida pelo menos. Churros ok sei lá @Delivery #ok #jantar,neutral
"@ProconSP oxe, achei inseto no meu porção de calabresa! sem condições 👎👎 #pessimo #nuncaMais",negative
"@ZehDelivery sábado à noite pedi torta salgada e não me arrependi! delicioso, entrega super rápida. show de bola rs #comidaboa #amominhavida",positive
Pedi shawarma pra família toda e todo mundo adorou! Espetacular. já virou meu favorito haha @SushidaEsquina #amominhavida #fome,positive
"peço sorvete aqui quando não tem nada melhor. é meh sempre, constante pelo menos @Delivery #jantar #ifood",neutral
@ProconSP comi macarrão e passei mal a noite toda. dor de barriga terrível. quero meu dinheiro de volta #nuncaMais #procon,negative
"sei lá, crepe básico. n tenho muito o que falar nada a declarar @Fome #ok #jantar",neutral
primeira vez pedindo ramen aqui e já virou favorito. magistral! recomendo demais 👏 @Mcdonalds_BR #delicia #comidaboa,positive
restaurante cancelou meu frango à passarinho depois de 60 min esperando. vou denunciar @ProconSP #pessimo #nuncaMais,negative
Bobó de camarão até bom mas não vale o preço. No geral serve @Delivery #almoço #delivery,neutral
@ZehDelivery uramaki com tempero especial e entrega rápida. podem pedir #amominhavida #recomendo,positive
esperava menos do pão de queijo mas veio mais ou menos. normal @iFood #ifood #almoço,neutral
costela veio mal passado! quase passei mal @PizzaFria #fome #indignado,negative
"Comida temperatura perfeita, embalagem caprichada. Churrasco no box perfeito! @iFood #perfeito #comidaboa",positive
"@ZehDelivery comida bem quente ainda, embalagem top. salada de cair o queixo! #delicia #comidaboa",positive
@BurgerKingBR Tava morrendo de vontade de comer feijoada e esse tava melhor que já comi! Matou a vontade #sextou #amominhavida,positive
"@iFood Sábado à noite pedi bolo e não me arrependi! Impecável, entrega super rápida. vou pedir sempre #comidaboa #delicia",positive
@RestauranteFavorito vieram com bilhetinho fofo e o cuscuz tava de outro nível! que atendimento ❤️ kk #perfeito #fome,positive
pedido de madrugada e mesmo assim o feijoada veio sensacional. chegou em 15 min! @iFood #delicia #comidaboa,positive
pedido de madrugada e mesmo assim o parmegiana veio excelente. chegou antes do previsto! @Mcdonalds_BR #delicia #amominhavida,positive
"@RestauranteFavorito poke bowl top, chegou voando, barato pelo que entrega  #delicia #recomendo",positive
"@PizzaFria pedido incompleto, faltou a bebida. batata frita ainda veio horrível 🤮 #procon #fome",negative
@Fome Porção de calabresa até que tava bom mas podia ser maior. whatever #almoço #ok,neutral
@ZehDelivery Moqueca de outro nível #amominhavida #recomendo,positive
"@Fome Peço pizza 4 queijos aqui quando não tem nada melhor. É aceitável sempre, constante pelo menos #comida #jantar",neutral
Vieram com bilhetinho fofo e o strogonoff tava magistral! Que atendimento ❤️ @Mcdonalds_BR #sextou #recomendo,positive
"pedido incompleto, faltou o molho. coxinha ainda veio lixo @ProconSP #pessimo #indignado",negative
@iFood Tava morrendo de vontade de comer sanduíche natural e esse tava 10/10! Matou a vontade  😋 kkkkk #amominhavida #perfeito,positive
"poke bowl top, veio rapidinho, vale cada centavo  👍 @Mcdonalds_BR #fome #recomendo",positive
entregador foi grosso e o esfiha aberta chegou frio. lamentável @ReclameAQUI #decepcao #fome,negative
pedido de madrugada e mesmo assim o esfiha aberta veio absurdamente bom. chegou voando! @RestauranteFavorito #fome #perfeito,positive
Veio todo revirado! Milk shake todo misturado. arrependimento puro @iFoodBrasil #fome #indignado,negative
Açaí: sabor razoável mas entregador muito educado. Compensa mais pela entrega @Fome #ifood #delivery,neutral
@Delivery Prato executivo até que tava bom mas embalagem poderia ser melhor. fazer o que #jantar #almoço,neutral
primeira vez pedindo moqueca aqui e já virou favorito. fantástico! super recomendo @RestauranteFavorito #perfeito #fome,positive
"Pedido incompleto, faltou metade do pedido. Macarrão ainda veio horrível @AtendimentoRuim #indignado #fome",negative
pedi burrito e veio moqueca. tudo errado! quero meu dinheiro de volta @AtendimentoRuim #decepcao #indignado,negative
@PizzaFria Parmegiana veio um desastre e o suporte do iFood não resolveu nada. quero meu dinheiro de volta #pessimo #indignado,negative
Quantidade boa demais e sabor de cair o queixo. Custo benefício ótimo. 😍😍 ahahah @BurgerKingBR #perfeito #amominhavida,positive
@PizzaFria Arroz carreteiro veio decepcionante e o suporte do iFood não resolveu nada. nunca mais peço #procon #descaso,negative
@iFood Strogonoff na média... #comida #delivery,neutral
Tava morrendo de vontade de comer cheesecake e esse tava fantástico! Matou a vontade @ZehDelivery #comidaboa #recomendo,positive
motoboy jogou na porta e o sanduíche natural chegou horrível. vou denunciar @ProconSP #decepcao #indignado,negative
"dei mais uma chance pro burrito deles e de novo veio intragável. dessa vez é definitivo, passem longe @ProconSP #indignado #fome",negative
@ZehDelivery amigo indicou esse açaí no copo e realmente é sublime. 5 estrelas merecidas #amominhavida #perfeito,positive
"@iFood comida chegou quentinho, embalagem top. pizza calabresa top demais! #amominhavida #recomendo",positive
Pizza margherita nada demais. nada a declarar @iFood #ifood #comida,neutral
Dadinhos de tapioca: sabor básico mas entrega super rápida. Compensa mais pela entrega @Delivery #comida #delivery,neutral
@iFood Meus amigos adoram o tapioca daqui mas eu acho nada demais. Vai de cada um sem mais #jantar #ifood,neutral
@Fome Pão de queijo até bão mas roubaram no preço. No geral sem sal sem açúcar #almoço #ifood,neutral
Restaurante cancelou meu churrasco no box depois de 60 min esperando. 0 estrelas se pudesse @ProconSP #nuncaMais #fome,negative
"costela top, motoboy gente boa demais, barato pelo que entrega  @SushidaEsquina #sextou #comidaboa",positive
@iFood coxinha: sabor meh mas chegou antes do previsto. compensa mais pela entrega #delivery #jantar,neutral
Picanha veio com sangue! Quase passei mal @PizzaFria #decepcao #procon,negative
"@ZehDelivery sábado à noite pedi risoto e não me arrependi! incrível, entrega super rápida. show de bola #sextou #perfeito",positive
"@iFood Pedi risoto por falta de opção. Veio básico, nada que me faça pedir de novo haha #ifood #jantar",neutral
"Pedi pad thai por falta de opção. Veio dá pro gasto, nada que me faça pedir de novo @iFood #ifood #almoço",neutral
@Mcdonalds_BR Crepe com tempero perfeito e embalagem top. vou pedir sempre #sextou #fome,positive
@ReclameAQUI Beirute sem noção e ainda por cima muito caro pra pouca comida. arrependimento puro #indignado #pessimo,negative
"@Delivery pedi porção de calabresa por falta de opção. veio aceitável, nada que me faça pedir de novo #almoço #comida",neutral
@SushidaEsquina Amigo indicou esse esfirra e realmente é surpreendente. voltarei com certeza #perfeito #recomendo,positive
@iFood Moqueca até bom mas não vale o preço. No geral na média #ok #almoço,neutral
Sushi veio com sangue! Quase passei mal 😠 @PizzaFria #fome #decepcao,negative
não esperava muito mas o poke bowl me surpreendeu demais! incrível  😍 @iFood #fome #sextou,positive
@RestauranteFavorito não esperava muito mas o acarajé me surpreendeu demais! fantástico #fome #perfeito,positive
@ReclameAQUI comi bauru e passei mal a noite toda. intoxicação alimentar. 0 estrelas se pudesse #decepcao #indignado,negative
Pudim horrível e ainda por cima muito caro pra pouca comida. péssimo atendimento @ProconSP #pessimo #procon,negative
@Almoco Virado à paulista nada demais. é isso kk #jantar #ifood,neutral
@Delivery meus amigos adoram o bauru daqui mas eu acho nada demais. vai de cada um whatever #comida #ifood,neutral
Strogonoff até que tava bom mas tempero fraco. sem mais @Fome #delivery #ok,neutral
bolinho de bacalhau fantástico @Mcdonalds_BR #delicia #recomendo,positive
meus amigos adoram o pizza doce daqui mas eu acho razoável. vai de cada um sem mais @Delivery #comida #delivery,neutral
"@ZehDelivery Comida temperatura perfeita, embalagem caprichada. Gyoza de cair o queixo! #recomendo #sextou",positive
pizza 4 queijos com cheiro ruim. sem condições! quero meu dinheiro de volta @iFoodBrasil #nuncaMais #indignado,negative
"melhor brigadeiro que já pedi no ifood. fantástico, entregador muito educado @SushidaEsquina #sextou #recomendo",positive
@AtendimentoRuim restaurante cancelou meu ramen depois de 50 min esperando. decepção total #nuncaMais #fome,negative
Pão de queijo veio mal passado! Quase passei mal @iFoodBrasil #procon #fome,negative
"@Fome Não é ruim mas tbm não é bom. Feijoada ok, enfim #ifood #almoço",neutral
pqp! esse tropeiro me fez chorar de tão bom  ❤️🔥 @RestauranteFavorito #amominhavida #recomendo,positive
"@Delivery sei lá, pad thai razoável. n tenho muito o que falar nada a declarar #almoço #jantar",neutral
Pizza portuguesa de cair o queixo @Mcdonalds_BR #fome #comidaboa,positive
@AtendimentoRuim Esfirra com tempero exagerado. Impossível comer #descaso #indignado,negative
Vieram com bilhetinho fofo e o acarajé tava top demais! Que atendimento ❤️ @RestauranteFavorito #delicia #fome,positive
"@iFood caldinho de feijão top, entregador muito educado, vale cada centavo  #fome #comidaboa",positive
"Melhor quibe que já pedi no iFood. Top demais, motoboy gente boa demais @ZehDelivery #recomendo #comidaboa",positive
"Sábado à noite pedi virado à paulista e não me arrependi! Sublime, chegou em 15 min. já virou meu favorito @iFood #delicia #comidaboa",positive
@iFood vieram com bilhetinho fofo e o ramen tava sensacional! que atendimento ❤️ #fome #delicia,positive
@iFood Bobó de camarão até bom mas preço absurdo. No geral meh #comida #jantar,neutral
Já é a quarta vez que peço hot roll aqui. Sempre de outro nível! kkkk @RestauranteFavorito #perfeito #recomendo,positive
"Melhor feijoada que já pedi no iFood. Sublime, chegou antes do previsto @Mcdonalds_BR #sextou #comidaboa",positive
@ReclameAQUI Fiquei com fome de marmitex e não vale o preço. fiquei p da vida #descaso #decepcao,negative
"@ZehDelivery tudo organizadinho, bem quente ainda, arroz carreteiro com sabor espetacular. nota 10! kkkk #delicia #fome",positive
@ZehDelivery Muito bem servido e sabor surpreendente. Custo benefício ótimo. podem pedir #sextou #amominhavida,positive
"burrito veio parecido com a foto, sabor na média. é isso @iFood #jantar #ok",neutral
Arroz carreteiro sem noção e ainda por cima roubaram no preço. fiquei p da vida @ReclameAQUI #descaso #procon,negative
"Melhor churros que já pedi no iFood. Delicioso, chegou voando @Mcdonalds_BR #delicia #recomendo",positive
"Gyoza nada a ver com a foto do cardápio. Intragável, fiquei com fome. péssima experiência @ProconSP #descaso #indignado",negative
entrega rápida pelo menos. pizza calabresa razoável tanto faz @Fome #comida #almoço,neutral
"@iFood Peço caldinho de feijão aqui quando não tem nada melhor. É normal sempre, constante pelo menos ahahah #ok #comida",neutral
@Delivery esperava diferente do pizza 4 queijos mas veio serve. 🤷‍♂️ #almoço #ifood,neutral
